LAT,LON,YEAR,DOY,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,T2M_RANGE
-33.25,21.75,2023,215,12.66,2.57,7.62,11.83,4.95,54.28,0,94.89,5.13,4.62,217.27,8.14,4.25,222.41,21.35
-32.75,16.75,2023,215,14.94,12.77,13.85,15.31,9.09,86.96,0.02,101.81,5.25,3.66,153.28,5.8,3.58,154.49,1.3
-32.75,17.25,2023,215,14.83,11.75,13.29,14.84,8.47,81.86,0,101.83,5.4,5.68,152.41,6.21,5.88,152.21,1.9
-32.75,17.75,2023,215,14.97,10.86,12.91,14.23,8.04,76.74,0,101.65,5.48,6.64,133.36,7,7.96,124.36,4.69
-32.75,18.25,2023,215,15.04,10.06,12.55,13.5,7.81,72.61,0,100.74,5.45,6.09,90.46,8.04,8.66,72.28,9.47
-32.75,18.75,2023,215,14.36,9.2,11.78,12.89,7.69,71.69,0,98.34,5.25,4.51,32.94,8.66,6.81,31.16,13.6
-32.75,19.25,2023,215,11.49,6.44,8.97,10.15,6.64,72.44,0,93.98,4.59,3.86,60.14,7.43,3.67,76.41,16.21
-32.75,19.75,2023,215,11.8,5.74,8.77,10.54,6.34,68.26,0,93.55,5.19,4.01,94.65,8.44,3.07,102.4,16.65
-32.75,20.25,2023,215,12.5,4.34,8.42,11.44,5.83,59.69,0,92.28,6.7,4.79,160.85,10.38,3.51,163.19,15.26
-32.75,20.75,2023,215,12.58,2.08,7.33,11.82,5.02,50.62,0,89.93,8.21,5.64,253.57,11.85,3.96,259.3,13.97
-32.75,21.25,2023,215,12.81,1.34,7.07,12.28,4.7,48.22,0,90.8,8.25,5.6,338.09,11.37,3.78,337.75,16.26
-32.75,21.75,2023,215,13.66,1.8,7.73,13.12,4.72,48.04,0,93.6,7.06,5.79,285.22,10.17,5.06,290.32,19.23
-32.25,16.75,2023,215,14.79,12.12,13.46,14.85,8.7,84.11,0,101.82,4.71,4.63,149.6,5.4,4.72,150.75,1.29
-32.25,17.25,2023,215,14.46,11.09,12.77,14.3,8.11,80.28,0,101.85,4.84,6.37,152.83,5.66,6.71,152.6,2.33
-32.25,17.75,2023,215,14.7,10.1,12.4,13.88,7.65,74.52,0,101.66,5.21,7.26,141.08,6.52,8.32,135.12,5.56
-32.25,18.25,2023,215,15.15,9.18,12.16,13.54,7.35,68.38,0,100.7,5.6,6.89,102.48,7.86,8.69,90.46,10.45
-32.25,18.75,2023,215,14.51,8.55,11.53,13.11,7.32,68.25,0,98.09,5.51,4.71,32.16,8.86,6.12,30.69,14.3
-32.25,19.25,2023,215,13.6,6.64,10.12,12.38,6.57,64.62,0,95.63,5.59,4.49,59.11,8.9,4.21,70.01,16.12
-32.25,19.75,2023,215,13.69,5.19,9.44,12.64,6.01,58.49,0,94.13,6.67,4.84,80.41,10.19,3.63,85.32,16
-32.25,20.25,2023,215,12.96,3.31,8.14,12.18,5.41,53.6,0,91.5,7.69,5.25,100.68,11.29,3.76,105.58,14.95
-32.25,20.75,2023,215,11.53,1.31,6.42,11.06,4.83,51.15,0,88.42,8.26,5.54,153.46,11.71,4.13,163.15,14.25
-32.25,21.25,2023,215,11.4,0.68,6.04,11.14,4.61,49.75,0,88.35,8.64,5.88,301.28,11.92,4.36,293.75,15.4
-32.25,21.75,2023,215,12.99,0.83,6.91,12.74,4.56,45.45,0,90.13,8.94,6.04,335.66,12.15,4.13,333.95,15.49
-31.75,16.75,2023,215,14.89,11.56,13.23,14.61,8.37,80.61,0,101.84,4.25,5.23,156.01,5.07,5.98,155.66,1.33
-31.75,17.25,2023,215,14.53,10.46,12.49,13.96,7.79,76.79,0,101.84,4.41,5.98,160.65,5.4,6.48,160.37,3.25
-31.75,17.75,2023,215,14.76,9.14,11.95,13.75,7.19,70.27,0,101.52,4.99,6.51,160.68,6.39,7.1,157.53,8.02
-31.75,18.25,2023,215,15.41,7.88,11.65,13.97,6.72,62.58,0,100.51,5.78,6.76,134.32,7.96,7.74,128.11,13.85
-31.75,18.75,2023,215,15.39,7.48,11.44,14.14,6.74,60.78,0,98.38,6.24,5.5,42.84,9.56,5.83,41.94,16.11
-31.75,19.25,2023,215,14.82,6,10.41,13.67,6.28,56.71,0,95.52,7.17,5.4,51.24,10.87,4.85,50.51,15.23
-31.75,19.75,2023,215,13.76,4.06,8.91,12.93,5.63,53.27,0,92.71,7.71,5.39,68.1,11.35,3.77,71.67,15.13
-31.75,20.25,2023,215,12.47,2.35,7.41,11.98,5.08,51.69,0,90.39,7.67,5.36,89.48,11.17,3.54,95.86,15.51
-31.75,20.75,2023,215,11.4,1.23,6.31,11.15,4.75,51.49,0,88.9,7.32,5.39,123.85,10.8,4.18,127.38,16.05
-31.75,21.25,2023,215,11.19,0.71,5.95,11.08,4.61,50.47,0,88.5,7.5,5.71,192.12,10.95,4.84,184.41,16.35
-31.75,21.75,2023,215,11.5,0.45,5.98,11.4,4.51,48.42,0,88.19,8.16,5.84,248.1,11.46,4.04,246.28,15
-35.25,16.75,2023,216,15.37,12.88,14.13,16.16,9.11,85.01,0.01,101.96,4.9,3.23,292.88,5.3,3.57,292.91,1.06
-35.25,17.25,2023,216,15.49,13.13,14.3,15.96,9.27,85.76,0,101.96,4.94,2.74,298.41,5.41,2.95,298.42,1.2
-35.25,17.75,2023,216,15.53,13.46,14.49,15.76,9.47,87.43,0.01,101.97,5.2,2.34,304.95,5.83,2.47,304.92,1.23
-35.25,18.25,2023,216,15.53,13.83,14.68,15.59,9.7,89.59,0.01,101.97,5.67,2.55,309.7,6.51,2.53,309.64,1.3
-35.25,18.75,2023,216,15.5,13.97,14.74,15.39,9.8,90.56,0.02,101.98,6.13,4.23,308,7.22,3.79,307.94,1.77
-35.25,19.25,2023,216,15.6,13.89,14.74,15.25,9.75,89.59,0.02,101.97,6.11,4.89,293.02,7.45,4.82,292.94,2.33
-35.25,19.75,2023,216,15.6,13.67,14.63,15.11,9.59,88.37,0.03,101.95,5.73,4.4,284.54,7.31,4.63,284.35,2.61
-35.25,20.25,2023,216,15.62,13.56,14.59,15.08,9.52,87.66,0.04,101.95,5.46,3.99,282.92,7.09,5,282.65,2.4
-35.25,20.75,2023,216,15.77,13.62,14.69,15.28,9.56,87.16,0.03,101.97,5.47,4.19,284.96,6.97,6.18,284.61,2.12
-35.25,21.25,2023,216,16.16,13.7,14.93,15.86,9.61,85.53,0.01,101.99,5.65,4.86,283.78,7.02,6.88,283.28,2.84
-35.25,21.75,2023,216,16.76,14.02,15.39,16.74,9.83,84.03,0.02,101.99,6,4.88,278.06,7.11,6.61,277.53,3.04
-34.75,16.75,2023,216,15.53,12.8,14.17,16.23,9.05,83.72,0.01,101.99,4.71,2.73,296.4,5.09,3.01,296.44,1.22
-34.75,17.25,2023,216,15.62,13.12,14.37,16.02,9.26,85,0.01,101.99,4.86,2.32,305.23,5.33,2.52,305.15,1.4
-34.75,17.75,2023,216,15.53,13.45,14.49,15.72,9.47,87.36,0.02,102,5.37,2.13,314.22,6.04,2.41,314.06,1.42
-34.75,18.25,2023,216,15.24,13.57,14.4,15.26,9.55,89.7,0.04,101.91,6.07,2.51,319.29,7.03,2.85,319.18,1.61
-34.75,18.75,2023,216,14.83,13.06,13.95,14.53,9.31,89.38,0.03,101.58,6.28,4.07,315.22,7.62,3.84,315.28,2.67
-34.75,19.25,2023,216,14.74,12.29,13.51,13.97,8.87,85.55,0.05,101.28,5.38,4.11,303.07,7.08,4.66,303.03,4.97
-34.75,19.75,2023,216,14.64,11.96,13.3,13.73,8.67,84.29,0.07,101.18,4.67,3.76,286.49,6.65,5.75,282.06,6.66
-34.75,20.25,2023,216,14.99,12.1,13.55,14.15,8.73,83.37,0.09,101.34,4.49,4.45,271.98,6.41,7.28,267.54,6.21
-34.75,20.75,2023,216,15.69,12.49,14.09,14.98,8.93,82.02,0.1,101.63,4.76,6.08,262.89,6.44,9.03,262.76,4.38
-34.75,21.25,2023,216,16.06,12.67,14.37,15.29,9,80.97,0.08,101.73,5.02,7,259.47,6.77,10.35,259.19,4.25
-34.75,21.75,2023,216,16.41,12.84,14.63,15.75,9.12,79.99,0.07,101.79,5.19,6.37,272.22,6.72,9.14,271.84,4.22
-34.25,16.75,2023,216,15.58,12.68,14.13,16.25,8.97,82.78,0.01,102.02,4.53,2.59,301.35,4.89,2.86,301.27,1.59
-34.25,17.25,2023,216,15.5,13.04,14.27,15.88,9.2,85.17,0.01,102.03,4.7,2.25,313.24,5.21,2.59,313.06,1.65
-34.25,17.75,2023,216,15.08,13.17,14.13,15.22,9.31,88.34,0.04,101.99,5.23,2.4,324.52,6.02,2.87,324.48,1.87
-34.25,18.25,2023,216,14.32,12.7,13.51,14.2,9.09,90.08,0.07,101.63,5.75,2.97,328.15,6.93,3.43,328.44,2.9
-34.25,18.75,2023,216,13.35,11.15,12.26,12.69,8.33,86.91,0.06,100.4,5.19,3.62,314.62,6.73,3.67,314.94,5.68
-34.25,19.25,2023,216,13.15,9.59,11.37,11.92,7.6,80.31,0.06,98.97,4.12,3.32,302.12,5.77,4.01,308.04,9.68
-34.25,19.75,2023,216,13.7,9.47,11.58,12.34,7.53,77.06,0.06,98.89,3.67,3.72,280.81,5.66,6.51,279.31,11.97
-34.25,20.25,2023,216,14.67,9.92,12.29,13.44,7.73,75.05,0.1,99.24,3.86,4.82,261.85,6.03,8.84,257.52,12.13
-34.25,20.75,2023,216,15.64,10.39,13.01,14.61,7.97,73.44,0.15,99.56,4.36,6.11,250.46,6.53,10.08,250.71,11.08
-34.25,21.25,2023,216,16.1,10.68,13.39,15.08,8.09,72.69,0.16,99.87,4.54,6.62,245.91,6.84,10.8,246.19,11.09
-34.25,21.75,2023,216,16.11,10.76,13.44,15.15,8.14,72.71,0.13,100.07,4.85,6.93,259.63,6.94,10.42,259.81,10.16
-33.75,16.75,2023,216,15.37,12.57,13.97,16.05,8.91,83.26,0.01,102.05,4.32,2.55,305.79,4.66,2.88,305.6,1.83
-33.75,17.25,2023,216,15.13,12.92,14.02,15.48,9.12,86.59,0.02,102.07,4.5,2.51,318.56,5.05,3.01,318.34,1.67
-33.75,17.75,2023,216,14.47,12.82,13.65,14.51,9.1,89.88,0.05,101.96,4.87,3.05,322.07,5.78,3.87,322.19,2.38
-33.75,18.25,2023,216,13.48,11.87,12.68,13.13,8.64,90.28,0.08,101.38,4.98,3.73,298.58,6.31,4.81,299.15,4.71
-33.75,18.75,2023,216,12.5,9.84,11.17,11.42,7.66,84.41,0.07,99.71,3.81,3.66,225.41,5.4,4.54,225.75,9.03
-33.75,19.25,2023,216,11.93,7.39,9.65,10.32,6.73,76.01,0.02,96.18,3.37,3.23,267.91,4.7,3.66,273.95,12.34
-33.75,19.75,2023,216,12.37,7.08,9.73,10.64,6.67,72.11,0.01,95.04,3.52,4.13,276.79,5.25,6.53,279.77,13.32
-33.75,20.25,2023,216,13.59,7.37,10.48,11.98,6.8,68.32,0.04,95.13,4.04,5.49,270.44,6.18,9.52,270.52,13.9
-33.75,20.75,2023,216,14.96,7.52,11.24,13.55,6.84,64.33,0.09,95.67,4.47,6.23,262.55,6.81,10.64,262.77,14.95
-33.75,21.25,2023,216,15.44,7.67,11.56,14.25,6.87,63.91,0.12,96.28,4.18,5.16,262.12,6.66,9.54,262.38,16.24
-33.75,21.75,2023,216,15.28,7.82,11.55,14.15,6.94,64.81,0.09,96.65,4.6,6.41,264.85,6.93,9.37,264.98,15.3
-33.25,16.75,2023,216,14.98,12.43,13.7,15.66,8.84,84.59,0.01,102.09,4.03,2.78,307.18,4.35,3.18,306.94,1.92
-33.25,17.25,2023,216,14.73,12.84,13.78,15.13,9.08,88.39,0.02,102.1,4.25,3.05,316.19,4.73,3.62,316.06,1.65
-33.25,17.75,2023,216,14,12.56,13.28,14,8.95,91.02,0.05,101.94,4.48,3.8,291.41,5.42,4.97,288.56,3.04
-33.25,18.25,2023,216,13.01,11.28,12.15,12.44,8.31,89.71,0.08,101.24,4.36,4.45,225.9,5.9,6.49,220.31,6.55
-33.25,18.75,2023,216,12.46,9.27,10.87,11.21,7.35,82.06,0.05,99.47,3.34,3.89,139.75,5.18,6.35,139.91,11.11
-33.25,19.25,2023,216,11.06,6.15,8.61,9.24,6.3,73.89,0.01,94.17,3.06,3.76,188.52,4.32,4.93,188.58,12.51
-33.25,19.75,2023,216,11.24,5.81,8.53,9.37,6.26,70.96,0,92.73,3.48,4.37,249.38,5.11,7.08,249.39,12.73
-33.25,20.25,2023,216,12.56,5.75,9.16,10.89,6.26,65.26,0.01,92.39,4.46,6.19,286.8,6.58,10.31,286.79,13.14
-33.25,20.75,2023,216,14.23,5.21,9.72,12.8,6.02,57.16,0.02,92.3,5.3,7.91,293.94,7.65,12.11,294.11,14.13
-33.25,21.25,2023,216,15.07,5.2,10.14,13.84,5.92,55.44,0.03,93.45,4.75,6.46,292.56,7.13,9.91,293.53,15.11
-33.25,21.75,2023,216,15.09,5.77,10.43,13.83,6.09,57.59,0.03,94.78,4.41,6.25,304.71,6.8,8.08,304.41,16.29
-32.75,16.75,2023,216,14.59,12.31,13.45,15.28,8.78,86.11,0.02,102.12,3.66,3.34,305.64,4,3.78,305.48,1.87
-32.75,17.25,2023,216,14.37,12.78,13.57,14.8,9.04,90.12,0.04,102.13,3.85,3.86,297.61,4.28,4.46,297.51,1.54
-32.75,17.75,2023,216,13.7,12.37,13.04,13.7,8.83,91.76,0.06,101.93,4.05,4.58,239.98,4.95,5.79,237.22,3.13
-32.75,18.25,2023,216,12.73,10.76,11.75,12.07,8.04,88.65,0.08,101.01,3.98,4.91,157.29,5.58,7.09,151.88,7.09
-32.75,18.75,2023,216,12.07,8.35,10.21,10.84,6.99,79.88,0.03,98.53,3.31,3.72,131.97,5.23,6.78,132,12.13
-32.75,19.25,2023,216,10.89,5.86,8.38,9.17,6.18,73.32,0.01,94.04,2.99,3.59,154.07,4.31,5.32,154,12.44
-32.75,19.75,2023,216,12.03,5.81,8.92,10.37,6.2,68.03,0,93.55,3.57,4.38,193.51,5.3,7.45,193.16,12.94
-32.75,20.25,2023,216,13.13,5.33,9.24,11.8,6.09,61.48,0,92.24,4.99,6.56,235.61,7.29,10.57,253.08,13.42
-32.75,20.75,2023,216,13.53,3.99,8.76,12.53,5.67,54.67,0,89.86,6.52,8.74,277.06,9.12,11.88,312.81,13.69
-32.75,21.25,2023,216,14.21,3.77,8.99,13.41,5.52,52.09,0.01,90.72,6.75,7.61,325.94,9.45,8.37,326.78,13.62
-32.75,21.75,2023,216,15.59,4.56,10.07,14.71,5.67,50.57,0.02,93.48,6.46,6.51,338.56,9.32,6.25,338.13,14.59
-32.25,16.75,2023,216,14.27,12.36,13.31,14.9,8.81,88.23,0.05,102.15,3.28,3.99,280.84,3.65,4.5,280.81,1.71
-32.25,17.25,2023,216,14.03,12.82,13.42,14.31,9.06,92.33,0.08,102.16,3.46,4.39,270.36,4,5.09,270.27,1.34
-32.25,17.75,2023,216,13.59,12.26,12.93,13.49,8.77,92.01,0.09,101.96,3.72,4.64,222.74,4.67,5.69,220.04,2.75
-32.25,18.25,2023,216,12.93,10.43,11.68,12.36,7.87,86.24,0.08,100.97,3.77,4.45,153.24,5.29,6.17,148.02,6.65
-32.25,18.75,2023,216,12.1,7.76,9.93,11.11,6.74,77.59,0.03,98.27,3.32,3.3,132.72,5.2,6.24,132.84,12.57
-32.25,19.25,2023,216,12.41,6.29,9.35,11.22,6.23,69.47,0.01,95.71,3.34,3.76,160.12,5.1,6.56,160.34,13.64
-32.25,19.75,2023,216,13.37,5.73,9.55,12.24,6.1,62.86,0,94.13,4.19,5.27,155.74,6.17,8.62,159.94,14.28
-32.25,20.25,2023,216,13.39,4.7,9.04,12.43,5.86,58.16,0,91.44,5.43,7.07,165.72,7.72,10.36,187.42,14.32
-32.25,20.75,2023,216,12.53,3.22,7.87,11.83,5.46,55.26,0.01,88.32,6.7,8.13,216.5,9.33,9.94,251.59,13.87
-32.25,21.25,2023,216,12.58,2.76,7.67,12.22,5.31,53.53,0.04,88.24,7.72,7.12,314.75,10.83,5.75,314.34,13.32
-32.25,21.75,2023,216,14.09,3.06,8.58,13.73,5.31,49.43,0.04,90.03,8.41,6.33,281.68,11.47,4.38,275.24,12.09
-31.75,16.75,2023,216,14.07,12.53,13.3,14.61,8.91,90.4,0.05,102.17,3.13,4.03,256.02,3.48,4.65,256.06,1.57
-31.75,17.25,2023,216,13.79,12.73,13.26,13.91,9.02,93.31,0.07,102.16,3.52,4.14,258.68,4.17,5.01,258.73,1.3
-31.75,17.75,2023,216,13.52,11.67,12.59,13.27,8.48,89.71,0.08,101.83,3.67,3.89,242.58,4.77,4.92,242.98,3.6
-31.75,18.25,2023,216,13.27,9.48,11.37,12.73,7.43,80.68,0.07,100.79,3.46,3.38,197.04,5.09,4.89,197.88,8.56
-31.75,18.75,2023,216,12.94,7.26,10.1,12.29,6.5,72.91,0.02,98.56,3.31,3.27,135.56,5.34,6.47,136.12,13.87
-31.75,19.25,2023,216,13.31,6.3,9.8,12.53,6.23,65.98,0.01,95.59,3.91,4.71,144.01,6.14,8.3,144.48,14.7
-31.75,19.75,2023,216,13.4,5.08,9.24,12.61,5.91,59.98,0,92.68,4.67,6.02,147.78,6.79,9.46,156.63,14.9
-31.75,20.25,2023,216,13.1,3.78,8.44,12.35,5.54,55.64,0.01,90.29,5.39,6.97,160.79,7.57,9.31,169.13,14.61
-31.75,20.75,2023,216,12.62,2.71,7.66,12.03,5.22,53.09,0.03,88.78,6.14,7.18,183.2,8.72,7.54,183.86,13.95
-31.75,21.25,2023,216,12.56,2.26,7.42,12.36,5.1,51.81,0.08,88.38,7.29,6.16,201.38,10.46,4.16,208.06,13.03
-31.75,21.75,2023,216,12.36,2.19,7.27,12.19,5.1,51.86,0.1,88.08,7.86,5.45,160.85,10.87,3.47,155.64,11.63
-35.25,16.75,2023,217,14.92,12.25,13.58,16.11,8.74,83.89,0.02,102.06,8.98,3.08,313.67,10.04,3.75,313.23,1.52
-35.25,17.25,2023,217,14.78,12.13,13.46,15.99,8.67,83.98,0.01,102.09,8.77,3.01,313.41,9.78,3.62,313.03,1.6
-35.25,17.75,2023,217,14.65,12.07,13.36,15.82,8.62,84.34,0.01,102.11,8.58,2.74,313.08,9.56,3.26,312.77,1.53
-35.25,18.25,2023,217,14.54,12.08,13.31,15.63,8.61,84.99,0.01,102.13,8.33,2.47,312.24,9.27,2.93,312.01,1.33
-35.25,18.75,2023,217,14.44,12.1,13.27,15.43,8.64,85.69,0.01,102.15,7.9,2.59,310.34,8.77,3.07,310.16,1.09
-35.25,19.25,2023,217,14.36,12.14,13.25,15.3,8.66,86.34,0.01,102.15,6.89,3.32,307.47,7.63,3.93,307.33,0.9
-35.25,19.75,2023,217,14.21,12.22,13.22,15.09,8.72,87.78,0.01,102.15,5.6,3.62,305.04,6.24,4.43,304.92,1.44
-35.25,20.25,2023,217,14.26,12.47,13.36,15.11,8.86,88.98,0.01,102.15,4.56,3.92,279.93,5.05,4.75,279.88,1.34
-35.25,20.75,2023,217,14.54,12.82,13.68,15.45,9.04,89.34,0.01,102.18,3.96,4.24,241.06,4.28,4.9,241.12,0.59
-35.25,21.25,2023,217,14.87,13.04,13.96,16,9.19,88.72,0.01,102.18,3.71,4.19,229.41,3.95,4.75,229.5,0.52
-35.25,21.75,2023,217,15.6,13.23,14.41,16.85,9.28,85.74,0,102.18,3.57,4.71,223.86,3.79,5.23,223.88,0.67
-34.75,16.75,2023,217,14.7,12.08,13.39,16.17,8.62,84.18,0.02,102.12,8.24,2.95,312.38,9.11,3.54,311.98,1.69
-34.75,17.25,2023,217,14.57,11.98,13.27,16.01,8.57,84.31,0.01,102.14,8.02,2.59,312.89,8.85,3.06,312.56,1.56
-34.75,17.75,2023,217,14.39,11.93,13.16,15.69,8.54,84.98,0.01,102.15,7.82,2.1,313.74,8.63,2.46,313.44,1.35
-34.75,18.25,2023,217,14.09,11.86,12.98,15.17,8.51,86.29,0.02,102.07,7.49,1.86,313.94,8.31,2.18,313.73,1.36
-34.75,18.75,2023,217,13.57,11.56,12.57,14.37,8.39,87.72,0.02,101.75,6.75,2.43,311.97,7.6,2.87,312.03,2.1
-34.75,19.25,2023,217,13.17,11.19,12.18,13.52,8.2,87.92,0.04,101.46,4.95,3.42,305.42,5.77,4.63,305.56,4.15
-34.75,19.75,2023,217,12.92,10.92,11.92,12.96,8.09,87.95,0.05,101.37,3.63,3.14,287.21,4.43,4.4,287.34,6.2
-34.75,20.25,2023,217,13.36,11.16,12.26,13.48,8.22,87.01,0.04,101.53,3.02,2.95,240.87,3.68,3.94,244.09,5.91
-34.75,20.75,2023,217,14.21,11.8,13,14.68,8.51,86.08,0.02,101.81,3.07,3.24,187.94,3.5,3.95,194.29,3.72
-34.75,21.25,2023,217,14.28,12.25,13.26,15.02,8.76,87.88,0.01,101.91,3.43,3.42,187.94,3.83,4.11,188.22,2.8
-34.75,21.75,2023,217,15.06,12.55,13.8,15.61,8.93,85.28,0.01,101.95,3.22,4.36,187.11,3.59,5.12,187.04,3.01
-34.25,16.75,2023,217,14.42,11.87,13.14,16.15,8.49,84.55,0.01,102.17,7.38,2.59,311.09,8.07,3.06,310.78,1.66
-34.25,17.25,2023,217,14.27,11.78,13.02,15.83,8.45,84.84,0.01,102.19,7.09,1.97,312.46,7.74,2.31,312.18,1.35
-34.25,17.75,2023,217,13.87,11.62,12.75,15.1,8.37,86.22,0.02,102.15,6.67,1.46,315.2,7.35,1.64,315.02,1.46
-34.25,18.25,2023,217,13.11,11.21,12.17,13.85,8.2,88.37,0.03,101.78,5.96,1.43,317.13,6.73,1.48,315.7,2.64
-34.25,18.75,2023,217,11.95,10.19,11.07,12.08,7.78,89.47,0.05,100.54,4.75,2.13,313.53,5.66,2.34,306.5,5.61
-34.25,19.25,2023,217,11.49,9.19,10.34,10.9,7.42,86.69,0.06,99.1,3.34,2.52,311.83,4.36,3.48,310.5,10.6
-34.25,19.75,2023,217,12.09,9.04,10.57,11.04,7.38,82.91,0.05,99.03,2.72,2.66,295.28,3.82,4,295.09,12.92
-34.25,20.25,2023,217,13.13,9.35,11.24,12.2,7.5,79.67,0.04,99.38,2.65,2.85,266.89,3.77,4.16,269.98,12.94
-34.25,20.75,2023,217,14.08,9.82,11.95,13.62,7.68,78.06,0.02,99.69,2.93,3.26,234.76,4.01,4.39,243.06,11.87
-34.25,21.25,2023,217,14.49,10.28,12.39,14.12,7.87,78.69,0.01,99.99,3.38,3.95,212.06,4.48,5.29,220.44,11.71
-34.25,21.75,2023,217,15.11,10.66,12.88,14.6,8.07,77.29,0,100.19,3.3,4.91,195.44,4.38,6.16,209.36,10.87
-33.75,16.75,2023,217,14.08,11.58,12.83,15.94,8.33,84.76,0.01,102.21,6.36,2.16,309.63,6.89,2.54,309.42,1.37
-33.75,17.25,2023,217,13.89,11.53,12.71,15.44,8.31,85.52,0.01,102.23,6.04,1.52,311.21,6.54,1.78,311,1.05
-33.75,17.75,2023,217,13.31,11.24,12.27,14.33,8.17,87.31,0.02,102.12,5.37,1.13,314.91,5.94,1.24,314.77,1.92
-33.75,18.25,2023,217,12.34,10.49,11.42,12.58,7.84,88.84,0.04,101.52,4.26,1.24,305.5,4.97,1.23,304.12,4.62
-33.75,18.75,2023,217,11.39,9.07,10.23,10.44,7.32,86.56,0.06,99.83,2.84,2.11,250.62,3.69,2.21,243.75,9.3
-33.75,19.25,2023,217,10.79,7.33,9.06,9.39,6.81,80.79,0.03,96.27,2.97,2.46,256.23,4.01,2.62,254.82,13.81
-33.75,19.75,2023,217,11.16,7.31,9.24,9.68,6.88,78.71,0.02,95.12,3.32,3.44,266.7,4.82,3.96,266.29,15.11
-33.75,20.25,2023,217,12.24,7.54,9.89,10.95,6.96,75.28,0.02,95.21,3.66,4.23,287.02,5.61,4.87,286.86,15.67
-33.75,20.75,2023,217,13.57,7.47,10.52,12.49,6.85,70.16,0.01,95.75,3.81,4.59,302.21,5.97,5.18,304.29,16.85
-33.75,21.25,2023,217,14.47,7.48,10.98,13.26,6.77,67.69,0,96.36,3.69,4.86,277.31,5.57,5.95,285.44,18.92
-33.75,21.75,2023,217,14.82,7.85,11.33,13.72,6.92,67.44,0,96.74,3.91,5.09,229.21,5.9,5.82,243.16,17.69
-33.25,16.75,2023,217,13.7,11.19,12.44,15.51,8.12,84.64,0,102.25,5.28,2.13,307.12,5.67,2.47,307.01,1
-33.25,17.25,2023,217,13.52,11.23,12.37,15.02,8.15,85.88,0,102.26,4.89,1.65,305.39,5.26,1.89,305.29,0.76
-33.25,17.75,2023,217,12.9,10.86,11.88,13.73,7.98,87.58,0.01,102.08,4.2,1.28,289.14,4.69,1.5,286.18,2.72
-33.25,18.25,2023,217,12.06,9.96,11.01,11.81,7.6,87.74,0.03,101.36,3.2,1.44,250.94,3.95,1.89,244.8,7.11
-33.25,18.75,2023,217,11.91,8.82,10.37,10.35,7.26,82.34,0.05,99.56,2.28,3,186.97,3.25,4.23,185.25,12.47
-33.25,19.25,2023,217,10.51,6.58,8.55,8.71,6.63,78.14,0.02,94.25,2.99,3.24,192.74,4.08,3.68,192.38,14.6
-33.25,19.75,2023,217,10.41,6.56,8.49,8.88,6.71,78.48,0.01,92.8,3.79,3.84,211.79,5.51,3.84,211.63,15.45
-33.25,20.25,2023,217,11.51,6.38,8.95,10.35,6.61,73.34,0.01,92.46,4.83,4.86,268.36,7.42,4.6,268.24,15.76
-33.25,20.75,2023,217,13.18,5.52,9.35,12.26,6.18,63.52,0,92.37,5.66,5.81,332.71,8.78,5.53,332.75,16.52
-33.25,21.25,2023,217,14.25,5.29,9.77,13.42,5.98,60.59,0.01,93.53,5.23,5.62,321.19,7.69,5.87,321,19.05
-33.25,21.75,2023,217,14.62,5.92,10.27,13.79,6.15,61.94,0,94.88,4.49,5.2,253.19,6.76,5.77,252.58,20.01
-32.75,16.75,2023,217,13.38,10.83,12.11,15.08,7.94,84.44,0,102.27,4.17,2.76,297.51,4.45,3.08,297.49,0.91
-32.75,17.25,2023,217,13.2,10.92,12.06,14.58,7.99,85.89,0,102.27,3.72,2.57,265.89,3.96,2.84,265.87,0.76
-32.75,17.75,2023,217,12.66,10.53,11.6,13.31,7.82,87.11,0.01,102.06,3.26,2.08,221.52,3.68,2.5,218.96,3.09
-32.75,18.25,2023,217,11.96,9.58,10.77,11.47,7.43,86.3,0.02,101.11,2.83,1.96,182.61,3.64,2.98,177.18,8.31
-32.75,18.75,2023,217,11.92,8.47,10.19,10.31,7.14,80.5,0.03,98.59,2.53,3.88,170.78,3.7,6.21,169.16,14.87
-32.75,19.25,2023,217,10.77,6.94,8.86,8.95,6.75,78.68,0.02,94.11,2.99,4.02,189.58,4.15,5.06,189.18,16.56
-32.75,19.75,2023,217,11.79,6.93,9.36,10.22,6.78,74.38,0.01,93.62,3.99,4.29,189.82,5.9,4.62,189.65,17.09
-32.75,20.25,2023,217,12.74,6.02,9.38,11.62,6.44,66.71,0.01,92.31,5.65,5.42,223.78,8.54,5.08,223.69,16.28
-32.75,20.75,2023,217,13.1,4.2,8.65,12.41,5.75,58.29,0,89.94,7.35,6.81,290.34,10.83,5.92,290.38,15.36
-32.75,21.25,2023,217,14.03,3.87,8.95,13.57,5.55,55.22,0.01,90.8,7.77,6.49,334.94,10.72,5.93,334.75,16.9
-32.75,21.75,2023,217,15.42,4.75,10.09,14.93,5.73,54.67,0.01,93.57,6.58,6.24,306.51,9.3,6.01,305.75,18.7
-32.25,16.75,2023,217,13.12,10.62,11.87,14.7,7.81,84.7,0,102.28,3.04,3.83,257.11,3.24,4.15,257.32,1.07
