LAT,LON,YEAR,DOY,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,T2M_RANGE
-35.25,20.75,2023,3,21.12,20.02,20.57,21.54,14.58,93.31,0.57,100.81,5.35,6.14,180.21,5.98,7.28,180.14,1.9
-35.25,21.25,2023,3,21.25,20.24,20.75,21.53,14.77,93.78,0.46,100.79,5.4,7.07,178.44,6.07,8.21,177.69,1.71
-35.25,21.75,2023,3,21.4,20.38,20.89,21.51,14.89,93.78,0.45,100.76,5.55,7.24,176.69,6.39,8.55,176.21,1.45
-34.75,16.75,2023,3,19.87,17.91,18.89,20.23,12.74,88.39,0.93,101.03,6.83,3.37,189.36,7.63,3.96,188.95,1.42
-34.75,17.25,2023,3,19.72,18.2,18.96,20.09,12.98,90.9,1.02,100.99,6.37,5.57,178.19,7.2,6.65,177.98,1.5
-34.75,17.75,2023,3,19.46,18.21,18.83,19.77,12.99,92.42,1.13,100.95,5.79,6.67,177.38,6.71,8.04,180.22,1.43
-34.75,18.25,2023,3,19.33,17.99,18.66,19.53,12.84,91.99,1.29,100.84,5.21,6.08,189.89,6.25,7.44,195.72,1.6
-34.75,18.75,2023,3,19.76,17.86,18.81,19.88,12.79,89.19,1.32,100.49,4.66,5.22,205.94,5.69,6.46,206.12,2.73
-34.75,19.25,2023,3,20.49,17.49,19,20.71,12.59,85.41,1.09,100.18,4.55,5.99,210.46,5.76,7.4,211.72,5.36
-34.75,19.75,2023,3,21.9,17.53,19.72,22.81,12.73,80.68,1.13,100.06,4.66,6.18,201.92,5.77,7.41,203.98,7.66
-34.75,20.25,2023,3,22.4,18.29,20.35,23.71,13.32,81.43,1.05,100.18,4.87,6.64,192.82,5.74,7.7,194.71,7.11
-34.75,20.75,2023,3,21.87,19.44,20.66,23.09,14.15,87.22,0.81,100.44,5.04,7.41,189.85,5.73,8.44,190.81,4.29
-34.75,21.25,2023,3,21.61,20.01,20.81,22.8,14.62,90.75,0.64,100.52,5.06,7.67,193.88,5.77,8.77,194.16,2.93
-34.75,21.75,2023,3,21.77,20.13,20.95,22.67,14.72,90.55,0.58,100.53,5.1,7.08,196.98,5.82,8.29,197.03,2.74
-34.25,16.75,2023,3,19.79,18.24,19.02,20.1,13.01,90.69,0.83,101.02,6.85,4.25,192.37,7.74,4.93,192.03,1.33
-34.25,17.25,2023,3,19.19,18.05,18.62,19.28,12.87,93.12,0.92,100.98,5.93,5.97,186.65,7.04,7.22,186.49,1.29
-34.25,17.75,2023,3,18.51,17.38,17.95,18.32,12.35,93.09,1.06,100.9,5.24,6.06,190.51,6.7,7.49,193.25,1.59
-34.25,18.25,2023,3,18.55,16.53,17.54,18.33,11.74,88.64,1.27,100.5,4.98,4.95,207.14,6.68,6.13,212.76,3.04
-34.25,18.75,2023,3,20.35,16.05,18.2,20.93,11.57,78.34,1.51,99.28,4.74,5.21,232.31,6.02,6.37,232.69,6.66
-34.25,19.25,2023,3,22.06,14.67,18.37,23.25,10.91,69.72,1.09,97.88,4.84,6.54,238.64,6.01,7.41,240.84,11.54
-34.25,19.75,2023,3,24.2,14,19.1,26.05,10.63,62.8,0.89,97.77,4.51,6.49,227.96,5.52,7.13,231.16,15.18
-34.25,20.25,2023,3,24.94,14.61,19.78,27.25,11.08,62.81,0.76,98.08,4.33,6.72,214.57,5.16,7.26,217.91,15.28
-34.25,20.75,2023,3,24.23,16.15,20.19,26.73,12.06,68.92,0.63,98.38,4.48,7.51,209.52,5.16,8.01,212.43,12.76
-34.25,21.25,2023,3,23.83,17.35,20.6,26.39,12.82,74.25,0.53,98.67,4.72,7.71,220.62,5.38,8.18,223.16,11.81
-34.25,21.75,2023,3,23.84,17.9,20.87,25.87,13.21,75.38,0.47,98.82,4.64,7.37,224.35,5.38,8.11,228.08,10.84
-33.75,16.75,2023,3,19.55,18.29,18.92,19.6,13.05,92.37,0.82,101.01,6.3,4.81,200.12,7.42,5.65,199.99,1.08
-33.75,17.25,2023,3,18.45,17.64,18.05,18.04,12.54,94.96,0.87,100.98,5.11,4.95,204.86,6.67,6.45,204.63,1.09
-33.75,17.75,2023,3,17.75,16.63,17.19,17.13,11.76,93.21,1.05,100.84,4.66,5.21,206.41,6.63,6.97,208.84,2.27
-33.75,18.25,2023,3,18.51,15.57,17.04,18.41,11.04,84.34,1.37,100.23,5.04,5.9,213.75,7,7.25,219.12,5.3
-33.75,18.75,2023,3,21.65,14.64,18.15,23.18,10.65,67.09,1.56,98.59,5.18,5.87,254.12,6.3,6.34,254.62,10.41
-33.75,19.25,2023,3,22.91,12.19,17.56,24.76,9.65,58.72,0.92,95.13,5.17,7.35,264.3,5.98,7.68,266.05,14.31
-33.75,19.75,2023,3,24.27,10.73,17.5,26.33,9.03,53.62,0.7,93.98,4.71,6.64,262.85,5.62,6.72,264.8,17.32
-33.75,20.25,2023,3,25.21,10.48,17.85,27.47,8.94,51.32,0.52,94.03,4.44,6.14,252.7,5.47,6.21,255.28,18.59
-33.75,20.75,2023,3,25.71,11.2,18.45,28.18,9.3,51.48,0.32,94.54,4.51,6.64,244.04,5.47,6.89,247.61,18.68
-33.75,21.25,2023,3,26.25,12.14,19.2,28.88,9.86,53.91,0.32,95.1,4.61,7.26,254.31,5.32,7.45,257.69,19.6
-33.75,21.75,2023,3,26.46,13.2,19.83,28.82,10.52,56.33,0.3,95.43,4.59,7.51,249.14,5.36,8,253.59,19.19
-33.25,16.75,2023,3,19.13,18.12,18.63,18.81,12.89,93.79,0.84,101.03,5.42,4.55,212.36,6.88,5.5,212.46,0.75
-33.25,17.25,2023,3,18.01,17.42,17.71,17.27,12.35,96.26,0.98,101,4.48,4.79,229.31,6.31,6.65,229.12,0.88
-33.25,17.75,2023,3,17.76,16.59,17.17,17.21,11.72,93.11,1.29,100.81,4.53,5.39,228.38,6.54,7.59,230.8,2.9
-33.25,18.25,2023,3,19.19,15.61,17.4,19.68,11.11,81.72,1.66,100.1,5.33,6.17,217.75,7.12,7.68,223.25,7.13
-33.25,18.75,2023,3,22.44,13.98,18.21,24.69,10.25,62.09,1.66,98.35,5.53,5.41,244.25,6.51,5.28,244.88,12.45
-33.25,19.25,2023,3,22.21,10.66,16.44,24.17,8.86,54.17,0.96,93.17,5.34,7.53,278.48,6.05,7.87,279.38,14
-33.25,19.75,2023,3,23.15,9.07,16.11,25.12,8.18,49.38,0.82,91.72,5.16,7.41,286.56,6.18,7.63,286.99,16.1
-33.25,20.25,2023,3,24.17,8.22,16.2,26.14,7.79,45.46,0.54,91.36,5.45,7.07,283.04,6.88,7.17,283.74,17.69
-33.25,20.75,2023,3,25.19,7.8,16.5,27.12,7.6,42.11,0.11,91.25,5.86,7.34,278.76,7.46,7.56,280.32,18.61
-33.25,21.25,2023,3,27.13,8.19,17.67,29.17,7.84,40.94,0.16,92.31,5.32,7.81,280.91,6.65,8.39,282.09,19.57
-33.25,21.75,2023,3,28.46,9.62,19.04,30.57,8.58,42.64,0.13,93.53,4.96,7.87,263.43,6.18,8.82,264.62,20.53
-32.75,16.75,2023,3,18.99,18.11,18.55,18.6,12.89,94.61,0.77,101.06,5.04,4.28,225.38,6.51,4.83,225.43,0.57
-32.75,17.25,2023,3,18.03,17.53,17.78,17.3,12.44,96.84,0.93,101.04,4.37,4.71,249.3,6.15,6.24,249.2,0.73
-32.75,17.75,2023,3,17.83,16.72,17.27,17.36,11.83,93.52,1.26,100.82,4.48,4.93,263.2,6.39,6.85,262.71,2.83
-32.75,18.25,2023,3,19.05,15.6,17.33,19.74,11.12,82.36,1.58,99.9,5.15,5.02,254.71,6.85,6.2,254.1,7.34
-32.75,18.75,2023,3,21.78,13.76,17.77,24.49,10.19,64.06,1.41,97.46,5.44,5.12,222.94,6.36,4.46,223.25,13.41
-32.75,19.25,2023,3,21.46,10.59,16.03,23.87,8.73,54.86,0.84,93.05,5.52,7.53,281.44,6.32,7.76,281.92,14.09
-32.75,19.75,2023,3,23.36,8.96,16.16,25.65,7.89,45.89,0.58,92.53,5.59,7.91,297.3,6.69,8.18,297.7,15.9
-32.75,20.25,2023,3,24.24,7.51,15.87,26.43,7.28,40.49,0.31,91.23,6.23,7.88,299.42,7.74,7.88,299.88,17.74
-32.75,20.75,2023,3,24.08,6.3,15.19,26.16,6.9,38.62,0.03,88.89,7.05,8.25,300.34,8.85,8.2,300.88,19.03
-32.75,21.25,2023,3,26.14,6.82,16.49,28.13,7.17,36.88,0.03,89.66,6.71,8.99,296.22,8.52,9.72,296.28,19.64
-32.75,21.75,2023,3,28.9,8.33,18.62,30.97,7.81,35.8,0.01,92.26,6.06,8.33,280.09,7.88,9.02,280.58,20.04
-32.25,16.75,2023,3,18.91,18.12,18.51,18.54,12.89,95.07,0.56,101.1,4.84,4.07,235.55,6.29,4.31,235.55,0.47
-32.25,17.25,2023,3,18.04,17.6,17.82,17.34,12.49,97.18,0.57,101.08,4.31,4.09,256.56,6.16,5.21,256.56,0.55
-32.25,17.75,2023,3,17.68,16.79,17.24,17.16,11.88,94.66,0.73,100.86,4.32,3.94,279.34,6.4,5.52,279.09,2.18
-32.25,18.25,2023,3,18.5,15.65,17.07,19.1,11.15,85.12,0.9,99.88,4.8,4.05,289.12,6.67,5,288.68,6.23
-32.25,18.75,2023,3,20.92,13.99,17.45,23.8,10.35,68.12,0.69,97.23,5.18,5.25,262.22,6.13,4.31,262.41,13
-32.25,19.25,2023,3,21.96,11.36,16.66,24.79,8.98,55.55,0.4,94.7,5.74,7.09,292.47,6.74,6.82,293.16,14.45
-32.25,19.75,2023,3,23.63,9.13,16.38,26.27,7.87,45.08,0.22,93.12,5.96,7.66,295.53,7.12,7.51,300.92,16.49
-32.25,20.25,2023,3,23.98,7.15,15.57,26.41,7.09,39.61,0.1,90.46,6.33,8.13,285.52,7.65,8.11,290.89,18.39
-32.25,20.75,2023,3,23.44,5.89,14.66,25.73,6.76,38.47,0.02,87.38,6.88,8.85,274.12,8.36,9.16,274.84,19.64
-32.25,21.25,2023,3,24.81,6.37,15.6,27.08,7.08,37.34,0,87.24,7.15,9.27,270.59,8.85,9.99,271.06,19.89
-32.25,21.75,2023,3,27.13,7.18,17.16,29.47,7.35,34.67,0,88.92,6.84,8.95,264.34,8.75,9.6,264.66,19.43
-31.75,16.75,2023,3,18.9,18.13,18.51,18.55,12.89,95.21,0.47,101.14,4.62,3.79,243.53,6.02,4,243.53,0.38
-31.75,17.25,2023,3,18.08,17.61,17.85,17.43,12.49,96.96,0.44,101.1,4.29,3.5,262.21,6.23,4.41,262.16,0.62
-31.75,17.75,2023,3,18.01,16.72,17.36,17.76,11.86,92.75,0.4,100.76,4.44,3.56,278.35,6.6,4.62,278.4,2.79
-31.75,18.25,2023,3,19.15,15.45,17.3,20.24,11.06,81.33,0.32,99.73,4.91,4.31,289.26,6.74,4.62,289.68,7.32
-31.75,18.75,2023,3,21.45,13.71,17.58,24.49,10.13,65.28,0.18,97.53,5.16,6.1,295.19,6.15,5.27,296.03,13.36
-31.75,19.25,2023,3,22.32,11.1,16.71,25.33,8.84,53.86,0.1,94.59,5.7,6.99,298.59,6.78,6.49,299.73,15.25
-31.75,19.75,2023,3,23.12,8.69,15.91,25.87,7.76,45.51,0.06,91.71,5.95,7.85,283.93,7.05,7.77,289.48,17.58
-31.75,20.25,2023,3,23.8,6.86,15.33,26.38,7.03,39.59,0.04,89.34,6.21,8.46,263.51,7.32,8.77,268.79,19.27
-31.75,20.75,2023,3,24.55,5.86,15.2,27.16,6.69,35.54,0.02,87.8,6.58,8.73,248.17,7.8,9.2,248.69,19.86
-31.75,21.25,2023,3,25.83,5.75,15.79,28.55,6.71,32.84,0,87.35,7.02,8.64,247.34,8.52,8.82,247.72,19.53
-31.75,21.75,2023,3,26.44,5.91,16.18,29.12,6.81,31.72,0,87,7.1,9.18,243.74,8.93,9.76,243.87,18.3
-35.25,16.75,2023,4,17.97,13.35,15.66,20.14,9.44,74.34,0.64,101.76,9.53,2.85,187.1,10.45,3.29,187.07,2.32
-35.25,17.25,2023,4,18.06,13.48,15.77,20.15,9.53,74.59,0.72,101.72,9.41,3.28,188.61,10.33,3.64,188.64,2.32
-35.25,17.75,2023,4,18.14,13.66,15.9,20.2,9.67,75.09,0.92,101.68,9.26,3.53,190.86,10.15,3.86,190.86,2.26
-35.25,18.25,2023,4,18.22,13.91,16.06,20.25,9.84,75.96,1.32,101.64,9.03,3.51,193.95,9.91,3.87,193.85,2.19
-35.25,18.75,2023,4,18.33,14.23,16.28,20.19,10.04,77.03,1.9,101.6,8.72,3.32,197.75,9.58,3.61,197.62,2.08
-35.25,19.25,2023,4,18.48,14.63,16.55,20.29,10.31,78.28,2.04,101.55,8.49,2.81,202.1,9.34,2.94,202.02,1.91
-35.25,19.75,2023,4,18.69,14.91,16.8,20.68,10.5,78.69,2.44,101.49,8.38,2.24,204.89,9.23,2.33,204.87,2.1
-35.25,20.25,2023,4,18.92,15.25,17.09,21.08,10.75,79.32,2.65,101.45,8.38,1.96,207.28,9.19,2.08,207.23,2.05
-35.25,20.75,2023,4,19.14,15.64,17.39,21.31,11.04,80.24,2.62,101.43,8.41,2.07,209.91,9.15,2.24,209.76,1.72
-35.25,21.25,2023,4,19.38,15.92,17.65,21.39,11.23,80.47,2.7,101.4,8.3,2.38,212.91,9.04,2.61,212.69,1.62
-35.25,21.75,2023,4,19.58,16.26,17.93,21.32,11.47,81.17,2.69,101.36,8.23,2.48,215.63,9,2.75,215.44,1.58
-34.75,16.75,2023,4,18.3,13.74,16.02,20.2,9.68,74.7,0.61,101.74,9.33,3.59,186.59,10.25,3.97,186.52,2.12
-34.75,17.25,2023,4,18.32,13.86,16.09,20.04,9.78,75.22,0.67,101.7,9.12,4.14,187.6,10.06,4.55,187.59,2.18
-34.75,17.75,2023,4,18.24,13.98,16.11,19.76,9.88,76.22,1.05,101.66,8.77,4.56,189.28,9.76,4.97,189.29,2.02
-34.75,18.25,2023,4,18.1,14.09,16.09,19.44,9.96,77.52,1.94,101.53,8.25,4.63,192.3,9.28,4.99,192.26,1.81
-34.75,18.75,2023,4,17.98,14.15,16.07,19.26,10.01,78.34,3.35,101.16,7.59,3.96,197.5,8.54,4.28,197.31,1.95
-34.75,19.25,2023,4,17.98,14.1,16.04,19.18,10.03,78.17,4.09,100.84,7.11,3.6,204.45,8.16,3.3,204.36,2.85
-34.75,19.75,2023,4,18.44,14.24,16.34,20,10.15,76.85,4.6,100.71,7.17,3.1,207.31,8.22,2.78,207.44,3.93
-34.75,20.25,2023,4,18.9,14.79,16.84,20.93,10.52,77.38,4.74,100.83,7.52,2.68,208.44,8.44,2.57,208.66,3.78
-34.75,20.75,2023,4,19.19,15.58,17.38,21.58,11.03,79.72,4.64,101.07,7.88,2.51,209.98,8.6,2.6,210.12,2.55
-34.75,21.25,2023,4,19.42,16.03,17.73,21.98,11.32,80.84,4.7,101.13,7.89,2.75,213.91,8.59,2.9,213.84,2.02
-34.75,21.75,2023,4,19.69,16.32,18.01,21.88,11.54,80.94,4.79,101.14,7.77,2.55,216.13,8.48,2.71,216.17,2.11
-34.25,16.75,2023,4,18.55,14.12,16.33,20.13,9.92,75.41,0.54,101.72,9.13,4.35,185.38,10.06,4.88,185.28,1.86
-34.25,17.25,2023,4,18.27,14.12,16.2,19.3,9.95,76.74,0.58,101.68,8.69,5.15,186.03,9.82,5.58,185.99,1.79
-34.25,17.75,2023,4,17.78,13.92,15.85,18.21,9.84,78.22,1.03,101.59,7.91,5.61,187.83,9.34,6.05,187.77,1.68
-34.25,18.25,2023,4,17.36,13.59,15.48,17.64,9.66,78.71,2.23,101.18,6.95,5.48,191.69,8.49,5.99,191.42,2.17
-34.25,18.75,2023,4,17.55,13.28,15.42,18.73,9.58,76.56,4.42,99.92,6.2,4.8,198.56,7.22,5.07,197.84,4.46
-34.25,19.25,2023,4,17.37,12.82,15.09,18.85,9.46,75.61,6.88,98.5,5.57,4.31,207.59,6.49,3.95,207.59,6.89
-34.25,19.75,2023,4,18.01,13.01,15.51,19.78,9.59,73.8,7.74,98.4,5.68,4.22,209.38,6.58,3.85,210.12,8.4
-34.25,20.25,2023,4,18.56,13.58,16.07,20.72,9.92,73.88,7.7,98.72,6.19,4.08,208,7.01,3.9,209.08,8.17
-34.25,20.75,2023,4,18.76,14.28,16.52,21.35,10.35,75.96,7.48,99,6.7,3.85,207.52,7.42,3.8,208.46,6.8
-34.25,21.25,2023,4,18.99,14.85,16.92,21.85,10.71,77.56,7.8,99.28,6.79,3.92,212,7.49,3.88,212.66,6.27
-34.25,21.75,2023,4,19.47,15.29,17.38,22.06,11,77.51,7.37,99.42,6.8,3.5,213.4,7.53,3.4,214.13,6.22
-33.75,16.75,2023,4,18.61,14.42,16.52,19.68,10.14,76.6,0.49,101.69,8.82,5.15,183.36,9.87,5.68,183.28,1.53
-33.75,17.25,2023,4,17.92,14.31,16.11,18.12,10.07,79.54,0.53,101.66,8.06,6.17,184.48,9.53,6.39,184.46,1.28
-33.75,17.75,2023,4,17.24,13.87,15.55,16.9,9.8,80.76,0.85,101.5,7.14,6.51,187.79,8.97,6.88,187.53,1.69
-33.75,18.25,2023,4,17.19,13.17,15.18,17.26,9.42,77.97,1.74,100.86,6.24,6.08,193.58,8.01,6.93,192.75,3.75
-33.75,18.75,2023,4,18.36,12.43,15.4,20.19,9.16,70.12,3.56,99.14,5.49,5.65,201.66,6.43,6.22,200.12,8.54
-33.75,19.25,2023,4,17.49,11.64,14.56,19.83,9.01,70.95,6.2,95.63,4.93,4.34,211.53,5.43,4.48,211.28,10.99
-33.75,19.75,2023,4,17.44,11.66,14.55,19.93,9.14,71.47,7.14,94.47,4.88,4.89,210.72,5.36,4.96,211.85,11.87
-33.75,20.25,2023,4,17.71,12.01,14.86,20.29,9.33,71.71,7.33,94.53,5.15,5.55,206.82,5.73,5.48,208.78,11.84
-33.75,20.75,2023,4,18.06,12.44,15.25,20.76,9.53,71.8,7.38,95.05,5.46,5.64,204.61,6.1,5.31,206.64,11.52
-33.75,21.25,2023,4,18.55,12.97,15.76,21.33,9.83,72,7.55,95.63,5.47,5.57,206.03,6.11,5.18,207.69,11.53
-33.75,21.75,2023,4,19.2,13.51,16.36,21.97,10.17,71.97,6.95,95.94,5.56,5.32,205.53,6.17,5.14,207.11,11.66
-33.25,16.75,2023,4,18.36,14.66,16.51,18.68,10.3,79.01,0.51,101.66,8.26,6.08,181.45,9.58,6.54,181.42,1.19
-33.25,17.25,2023,4,17.55,14.64,16.09,17.27,10.28,83.16,0.53,101.64,7.48,6.73,184.01,9.13,6.91,183.97,1
-33.25,17.75,2023,4,17.25,14.14,15.69,17,9.97,82.37,0.73,101.42,6.82,7.01,189.43,8.63,7.4,188.92,2.35
-33.25,18.25,2023,4,17.93,13.16,15.54,18.63,9.45,75.08,1.25,100.65,6.25,6.88,196.92,7.84,7.82,195.59,5.78
-33.25,18.75,2023,4,19.55,12.13,15.84,22.05,9.03,64.91,2.27,98.83,5.43,6,204.97,6.23,6.91,203.06,10.65
-33.25,19.25,2023,4,17.9,10.76,14.33,20.78,8.72,66.51,3.31,93.53,5.07,4.27,217.19,5.52,4.55,216.36,12.33
-33.25,19.75,2023,4,17.96,10.58,14.27,21.11,8.75,66.31,3.69,92.03,4.76,5.47,218.84,5.25,5.96,219.26,13.34
-33.25,20.25,2023,4,18.18,10.62,14.4,21.51,8.8,65.96,3.88,91.67,4.88,6.27,216.98,5.46,6.77,218.47,13.89
-33.25,20.75,2023,4,18.25,10.67,14.46,21.66,8.81,65.57,4.02,91.58,5.24,5.98,213.63,5.86,5.99,215.72,14.14
-33.25,21.25,2023,4,19.17,11.22,15.2,22.5,9.03,63.72,3.88,92.7,5.16,6.48,205.78,5.78,6.02,207.75,14.17
-33.25,21.75,2023,4,20.46,12.13,16.3,23.86,9.47,62.62,3.57,93.97,5.2,7.05,202.03,5.85,6.95,203.6,14.39
-32.75,16.75,2023,4,18.27,15.03,16.65,18.28,10.53,81.44,0.45,101.65,7.88,6.9,180.77,9.22,7.67,180.72,1.06
-32.75,17.25,2023,4,17.45,15.13,16.29,17.13,10.6,86.28,0.44,101.62,7.19,7.19,184.99,8.77,7.71,184.91,0.95
-32.75,17.75,2023,4,17.3,14.5,15.9,17.16,10.22,84.19,0.54,101.36,6.63,7.27,192.44,8.36,7.89,191.77,2.67
-32.75,18.25,2023,4,18.17,13.18,15.68,19.02,9.49,74.31,0.82,100.36,6.14,7.19,201.62,7.71,8.16,200,6.59
-32.75,18.75,2023,4,19.86,11.94,15.9,22.71,9,63.41,1.28,97.84,5.46,5.99,209.97,6.19,6.93,207.88,11.5
-32.75,19.25,2023,4,18.9,10.49,14.69,22.06,8.61,62.33,1.42,93.31,5.28,4.7,225.74,5.83,4.98,224.7,12.63
-32.75,19.75,2023,4,19.92,10.27,15.09,23.49,8.53,58.93,1.44,92.77,4.84,5.47,234.08,5.48,6.37,233.88,13.84
-32.75,20.25,2023,4,19.78,9.78,14.78,23.67,8.36,58.14,1.39,91.45,5.02,5.59,236.02,5.74,6.8,236.51,14.59
-32.75,20.75,2023,4,18.51,8.96,13.73,22.56,8.11,59.59,1.38,89.07,5.61,4.88,231.37,6.32,5.63,232.54,14.98
-32.75,21.25,2023,4,19.31,9.21,14.26,23.42,8.18,57.59,1.61,89.9,5.31,5.74,218.59,6.07,5.83,220.69,15.84
-32.75,21.75,2023,4,21.55,10.48,16.01,25.62,8.62,53.82,1.35,92.6,5.44,7.7,211.24,6.27,7.55,213.11,16
-32.25,16.75,2023,4,18.32,15.43,16.87,18.32,10.83,83.36,0.3,101.63,7.56,7.44,180.66,8.83,8.44,180.61,0.96
-32.25,17.25,2023,4,17.46,15.5,16.48,17.13,10.86,88.32,0.25,101.6,6.85,7.91,186.25,8.42,8.68,186.14,0.88
-32.25,17.75,2023,4,17.16,14.88,16.02,16.94,10.47,86.83,0.26,101.34,6.36,7.68,195.84,8.11,8.48,195.11,2.32
-32.25,18.25,2023,4,17.96,13.52,15.74,18.7,9.72,77.01,0.34,100.28,6.02,6.96,208.08,7.58,7.95,206.32,6.03
-32.25,18.75,2023,4,20.08,11.96,16.02,22.99,9.03,62.91,0.43,97.53,5.4,5.96,220.12,6.14,6.68,217.75,11.93
-32.25,19.25,2023,4,20.48,10.87,15.67,23.84,8.69,58.58,0.49,94.93,5.21,5.24,236.98,5.84,5.59,236.02,12.8
-32.25,19.75,2023,4,20.85,10.15,15.5,24.59,8.42,55.44,0.43,93.33,4.95,5.03,244.73,5.63,5.77,244.55,13.44
-32.25,20.25,2023,4,19.95,9.1,14.52,23.91,8.07,55.14,0.43,90.62,5.13,4.62,244.46,5.87,5.56,244.61,13.87
-32.25,20.75,2023,4,18.48,7.84,13.16,22.59,7.67,56.11,0.56,87.47,5.55,4.3,238.6,6.33,5,239.12,14.61
-32.25,21.25,2023,4,19.08,7.36,13.22,23.56,7.45,53.56,0.77,87.36,5.32,5.38,231,6.13,5.79,232.59,16.64
-32.25,21.75,2023,4,20.84,7.71,14.27,25.36,7.5,48.91,0.74,89.09,5.41,7.18,227.32,6.2,7.14,229.49,17.02
-31.75,16.75,2023,4,18.37,15.71,17.04,18.37,11.02,84.54,0.24,101.62,7.18,7.94,180.09,8.41,9.09,180.06,0.88
-31.75,17.25,2023,4,17.49,15.71,16.6,17.19,11.01,89.32,0.19,101.57,6.38,8.37,186.86,7.9,9.44,186.71,0.88
-31.75,17.75,2023,4,17.3,15.08,16.19,17.4,10.62,87.26,0.16,101.19,5.97,7.75,198.07,7.59,8.73,197.27,2.73
-31.75,18.25,2023,4,18.28,13.78,16.03,19.63,9.89,76.81,0.12,100.1,5.86,6.62,212.78,7.22,7.47,211.08,6.91
-31.75,18.75,2023,4,20.36,12.25,16.3,23.52,9.19,63.03,0.12,97.81,5.4,6.05,229,6.07,6.42,227,12.45
-31.75,19.25,2023,4,20.43,10.95,15.69,23.99,8.72,58.86,0.14,94.82,5.27,5.61,243.4,5.9,5.97,242.55,13.15
-31.75,19.75,2023,4,19.99,9.67,14.83,23.78,8.26,56.29,0.21,91.88,5.25,5.03,246.29,5.9,5.5,245.97,13.44
-31.75,20.25,2023,4,19.56,8.46,14.01,23.56,7.82,54.17,0.26,89.46,5.3,4.57,243.18,6.03,5.11,243.14,14
-31.75,20.75,2023,4,19.56,7.35,13.45,23.83,7.4,51.37,0.25,87.88,5.37,4.61,238.79,6.17,5.07,239.04,15.21
-31.75,21.25,2023,4,20.38,6.31,13.34,24.96,6.96,46.84,0.23,87.42,5.37,5.6,237.09,6.18,5.83,237.72,17.2
-31.75,21.75,2023,4,21.03,5.42,13.22,25.62,6.62,42.87,0.31,87.06,5.44,6.39,238.77,6.27,6.74,240.02,16.85
-35.25,16.75,2023,5,17.68,12.27,14.97,19.94,8.7,70.47,0.11,102.46,9.58,2.59,160.11,10.54,2.93,159.65,1.18
-35.25,17.25,2023,5,17.82,12.22,15.02,19.93,8.68,69.66,0.09,102.42,9.64,2.87,158.48,10.62,3.27,158.04,1.1
-35.25,17.75,2023,5,17.91,12.2,15.06,19.95,8.67,69.11,0.08,102.38,9.63,3.03,156.61,10.61,3.46,156.22,1.04
-35.25,18.25,2023,5,17.94,12.2,15.07,19.98,8.67,69,0.08,102.34,9.54,3.06,155.41,10.51,3.5,155.01,1.02
-35.25,18.75,2023,5,17.95,12.26,15.1,19.97,8.7,69.25,0.08,102.31,9.38,3.04,155.94,10.33,3.42,155.41,1.04
-35.25,19.25,2023,5,18.2,12.54,15.37,20.19,8.87,69.42,0.1,102.26,9.07,3.13,157.69,9.96,3.52,157.01,1.29
-35.25,19.75,2023,5,18.51,12.7,15.61,20.58,8.97,68.85,0.18,102.2,8.59,3.54,158.59,9.48,3.87,157.82,1.69
-35.25,20.25,2023,5,18.8,13.02,15.91,20.95,9.17,69.05,0.3,102.16,8.23,3.8,158.73,9.05,4.16,158.07,1.66
-35.25,20.75,2023,5,19,13.46,16.23,21.19,9.46,70.14,0.5,102.14,8.05,3.77,158.63,8.73,4.22,158.22,1.21
-35.25,21.25,2023,5,19.08,13.69,16.39,21.27,9.58,70.81,0.87,102.12,7.81,3.62,159.28,8.46,4.04,158.97,0.94
-35.25,21.75,2023,5,19.13,13.82,16.48,21.21,9.68,71.24,0.77,102.08,7.65,3.65,159.46,8.27,4.1,159.27,1.03
-34.75,16.75,2023,5,17.95,12.26,15.11,20.01,8.7,69.22,0.08,102.41,10.38,1.99,156.89,11.52,2.22,156.43,1.12
-34.75,17.25,2023,5,18.01,12.19,15.1,19.82,8.66,68.68,0.07,102.36,10.44,2.19,155.19,11.63,2.43,154.79,1.04
-34.75,17.75,2023,5,17.96,12.14,15.05,19.51,8.64,68.65,0.06,102.32,10.37,2.33,153.6,11.63,2.54,153.21,0.99
-34.75,18.25,2023,5,17.83,12.07,14.95,19.17,8.62,68.93,0.1,102.18,10.09,2.46,152.62,11.41,2.6,152.11,1.08
-34.75,18.75,2023,5,17.7,11.9,14.8,18.96,8.54,68.78,0.25,101.82,9.45,2.73,152.25,10.77,2.76,151.56,1.62
-34.75,19.25,2023,5,17.69,11.55,14.62,18.8,8.4,67.41,0.48,101.5,8.33,3.34,152.4,9.68,3.13,151.69,2.81
-34.75,19.75,2023,5,17.86,11.4,14.63,19.19,8.33,66.18,0.66,101.38,7.61,3.99,153.9,8.98,3.41,153.2,3.51
-34.75,20.25,2023,5,18.26,12.01,15.13,20,8.67,67.17,0.98,101.5,7.47,4.05,155.48,8.65,3.51,154.93,3.03
-34.75,20.75,2023,5,18.74,13.11,15.92,20.88,9.28,69.78,1.51,101.75,7.69,3.61,156.77,8.55,3.48,156.43,1.77
